x:image,y:label
data/1/1_0023.png,1
data/7/7_0032.png,7
data/8/8_0082.png,8
data/9/9_0043.png,9
data/0/0_0041.png,0
data/1/1_0029.png,1
data/2/2_0016.png,2
data/7/7_0048.png,7
data/6/6_0068.png,6
data/a/0_0098.png,10
data/9/9_0065.png,9
data/2/2_0021.png,2
data/3/3_0031.png,3
data/7/7_0025.png,7
data/a/0_0013.png,10
data/a/0_0086.png,10
data/a/0_00121.png,10
data/1/1_0079.png,1
data/a/0_00105.png,10
data/3/3_0069.png,3
data/5/5_0006.png,5
data/3/3_0062.png,3
data/9/9_0005.png,9
data/7/7_0088.png,7
data/3/3_0001.png,3
data/9/9_0013.png,9
data/1/1_0036.png,1
data/9/9_0028.png,9
data/6/6_0008.png,6
data/0/0_0051.png,0
data/1/1_0008.png,1
data/5/5_0055.png,5
data/1/1_0044.png,1
data/6/6_0024.png,6
data/a/0_0084.png,10
data/6/6_0063.png,6
data/a/0_00113.png,10
data/a/0_0064.png,10
data/9/9_0066.png,9
data/5/5_0079.png,5
data/3/3_0051.png,3
data/8/8_0078.png,8
data/8/8_0032.png,8
data/7/7_0039.png,7
data/3/3_0065.png,3
data/9/9_0058.png,9
data/6/6_0085.png,6
data/9/9_0016.png,9
data/6/6_0003.png,6
data/2/2_0015.png,2
data/7/7_0082.png,7
data/8/8_0026.png,8
data/0/0_0019.png,0
data/0/0_0018.png,0
data/6/6_0016.png,6
data/4/4_0020.png,4
data/0/0_0030.png,0
data/a/0_0003.png,10
data/7/7_0075.png,7
data/7/7_0055.png,7
data/9/9_0074.png,9
data/5/5_0010.png,5
data/6/6_0033.png,6
data/5/5_0013.png,5
data/6/6_0001.png,6
data/1/1_0071.png,1
data/a/0_0020.png,10
data/8/8_0060.png,8
data/6/6_0054.png,6
data/4/4_0027.png,4
data/9/9_00103.png,9
data/2/2_0002.png,2
data/1/1_0032.png,1
data/2/2_0010.png,2
data/4/4_0002.png,4
data/7/7_0059.png,7
data/2/2_0014.png,2
data/8/8_0085.png,8
data/7/7_0002.png,7
data/9/9_00100.png,9
data/8/8_0065.png,8
data/2/2_0065.png,2
data/4/4_0046.png,4
data/8/8_0029.png,8
data/6/6_0010.png,6
data/4/4_0042.png,4
data/0/0_0003.png,0
data/a/0_0096.png,10
data/a/0_00117.png,10
data/1/1_0014.png,1
data/7/7_0045.png,7
data/1/1_0003.png,1
data/8/8_0037.png,8
data/1/1_0050.png,1
data/8/8_0053.png,8
data/a/0_00110.png,10
data/4/4_0052.png,4
data/5/5_0004.png,5
data/2/2_0005.png,2
data/8/8_0031.png,8
data/6/6_0039.png,6
data/1/1_0081.png,1
data/a/0_00109.png,10
data/7/7_0084.png,7
data/a/0_0061.png,10
data/a/0_0059.png,10
data/1/1_0084.png,1
data/0/0_0037.png,0
data/5/5_0046.png,5
data/1/1_0040.png,1
data/9/9_0056.png,9
data/0/0_0035.png,0
data/9/9_0092.png,9
data/a/0_0002.png,10
data/8/8_0087.png,8
data/7/7_0073.png,7
data/a/0_0060.png,10
data/1/1_0020.png,1
data/4/4_0036.png,4
data/8/8_0066.png,8
data/2/2_0019.png,2
data/0/0_0000.png,0
data/1/1_0018.png,1
data/1/1_0004.png,1
data/5/5_0077.png,5
data/a/0_00100.png,10
data/0/0_0009.png,0
data/3/3_0023.png,3
data/5/5_0026.png,5
data/a/0_0076.png,10
data/7/7_0007.png,7
data/8/8_0023.png,8
data/4/4_0031.png,4
data/7/7_0067.png,7
data/1/1_0007.png,1
data/5/5_0084.png,5
data/6/6_0040.png,6
data/4/4_0055.png,4
data/a/0_0062.png,10
data/4/4_0014.png,4
data/4/4_0029.png,4
data/4/4_0065.png,4
data/5/5_0073.png,5
data/7/7_0065.png,7
data/6/6_0069.png,6
data/6/6_0007.png,6
data/9/9_0003.png,9
data/a/0_00108.png,10
data/0/0_0025.png,0
data/a/0_0053.png,10
data/0/0_0032.png,0
data/a/0_00103.png,10
data/0/0_0054.png,0
data/6/6_0052.png,6
data/6/6_0017.png,6
data/7/7_0035.png,7
data/1/1_0077.png,1
data/1/1_0070.png,1
data/a/0_0055.png,10
data/1/1_0019.png,1
data/0/0_0013.png,0
data/1/1_0060.png,1
data/6/6_0056.png,6
data/9/9_0006.png,9
data/6/6_0036.png,6
data/a/0_0066.png,10
data/3/3_0014.png,3
data/2/2_0009.png,2
data/a/0_00118.png,10
data/9/9_0077.png,9
data/9/9_0029.png,9
data/a/0_00115.png,10
data/1/1_0013.png,1
data/5/5_0078.png,5
data/3/3_0009.png,3
data/9/9_00102.png,9
data/9/9_00105.png,9
data/4/4_0005.png,4
data/3/3_0059.png,3
data/9/9_0096.png,9
data/5/5_0002.png,5
data/4/4_0034.png,4
data/7/7_0074.png,7
data/a/0_0000.png,10
data/8/8_0004.png,8
data/9/9_0050.png,9
data/9/9_0044.png,9
data/4/4_0021.png,4
data/6/6_0053.png,6
data/7/7_0038.png,7
data/7/7_0081.png,7
data/5/5_0060.png,5
data/8/8_0001.png,8
data/5/5_0095.png,5
data/a/0_0054.png,10
data/9/9_0073.png,9
data/a/0_0056.png,10
data/8/8_0083.png,8
data/a/0_0087.png,10
data/a/0_0036.png,10
data/5/5_0027.png,5
data/a/0_0083.png,10
data/3/3_0030.png,3
data/7/7_0062.png,7
data/9/9_0086.png,9
data/7/7_0069.png,7
data/7/7_0091.png,7
data/9/9_0082.png,9
data/9/9_0089.png,9
data/7/7_0090.png,7
data/3/3_0021.png,3
data/1/1_0080.png,1
data/5/5_0091.png,5
data/5/5_0043.png,5
data/0/0_0048.png,0
data/6/6_0070.png,6
data/7/7_0080.png,7
data/9/9_0012.png,9
data/7/7_0051.png,7
data/1/1_0031.png,1
data/4/4_0011.png,4
data/9/9_0078.png,9
data/9/9_0094.png,9
data/7/7_0019.png,7
data/9/9_0039.png,9
data/7/7_0024.png,7
data/8/8_0064.png,8
data/6/6_0065.png,6
data/a/0_0004.png,10
data/2/2_0060.png,2
data/a/0_0073.png,10
data/5/5_0094.png,5
data/8/8_0062.png,8
data/7/7_0058.png,7
data/8/8_0002.png,8
data/4/4_0000.png,4
data/1/1_0047.png,1
data/5/5_0032.png,5
data/8/8_0009.png,8
data/8/8_0072.png,8
data/a/0_0026.png,10
data/2/2_0059.png,2
data/8/8_0081.png,8
data/6/6_0026.png,6
data/6/6_0083.png,6
data/8/8_0045.png,8
data/5/5_0067.png,5
data/7/7_0057.png,7
data/a/0_0039.png,10
data/2/2_0006.png,2
data/a/0_0057.png,10
data/7/7_0094.png,7
data/0/0_0049.png,0
data/1/1_0058.png,1
data/3/3_0055.png,3
data/9/9_0052.png,9
data/6/6_0066.png,6
data/5/5_0049.png,5
data/a/0_0038.png,10
data/9/9_0055.png,9
data/3/3_0043.png,3
data/6/6_0028.png,6
data/6/6_0002.png,6
data/6/6_0045.png,6
data/6/6_0031.png,6
data/5/5_0059.png,5
data/6/6_0067.png,6
data/a/0_0006.png,10
data/0/0_0062.png,0
data/9/9_0053.png,9
data/8/8_0071.png,8
data/2/2_0056.png,2
data/6/6_0081.png,6
data/7/7_0052.png,7
data/6/6_0004.png,6
data/5/5_0018.png,5
data/4/4_0040.png,4
data/8/8_0019.png,8
data/9/9_0083.png,9
data/9/9_0021.png,9
data/7/7_0010.png,7
data/5/5_0064.png,5
data/8/8_0044.png,8
data/7/7_0079.png,7
data/3/3_0061.png,3
data/8/8_0088.png,8
data/5/5_0048.png,5
data/9/9_0088.png,9
data/a/0_0094.png,10
data/6/6_0006.png,6
data/5/5_0052.png,5
data/3/3_0006.png,3
data/4/4_0024.png,4
data/7/7_0070.png,7
data/4/4_0004.png,4
data/3/3_0028.png,3
data/3/3_0010.png,3
data/1/1_0035.png,1
data/a/0_00116.png,10
data/2/2_0049.png,2
data/8/8_0080.png,8
data/1/1_0085.png,1
data/8/8_0041.png,8
data/3/3_0052.png,3
data/9/9_0054.png,9
data/5/5_0075.png,5
data/a/0_0025.png,10
data/9/9_0075.png,9
data/8/8_0028.png,8
data/6/6_0077.png,6
data/6/6_0025.png,6
data/9/9_0079.png,9
data/6/6_0048.png,6
data/4/4_0026.png,4
data/8/8_0084.png,8
data/1/1_0009.png,1
data/4/4_0035.png,4
data/6/6_0084.png,6
data/3/3_0033.png,3
data/4/4_0012.png,4
data/1/1_0037.png,1
data/6/6_0079.png,6
data/6/6_0078.png,6
data/6/6_0087.png,6
data/7/7_0078.png,7
data/6/6_0037.png,6
data/4/4_0013.png,4
data/1/1_0039.png,1
data/0/0_0026.png,0
data/0/0_0053.png,0
data/5/5_0000.png,5
data/9/9_0068.png,9
data/a/0_0042.png,10
data/7/7_0000.png,7
data/1/1_0033.png,1
data/1/1_0054.png,1
data/3/3_0037.png,3
data/3/3_0008.png,3
data/0/0_0020.png,0
data/9/9_00104.png,9
data/4/4_0061.png,4
data/1/1_0051.png,1
data/5/5_0008.png,5
data/6/6_0059.png,6
data/9/9_0027.png,9
data/9/9_0067.png,9
data/4/4_0049.png,4
data/5/5_0072.png,5
data/2/2_0035.png,2
data/5/5_0093.png,5
data/9/9_0060.png,9
data/7/7_0089.png,7
data/1/1_0062.png,1
data/a/0_0024.png,10
data/0/0_0036.png,0
data/7/7_0043.png,7
data/3/3_0057.png,3
data/5/5_0092.png,5
data/4/4_0022.png,4
data/a/0_0081.png,10
data/0/0_0004.png,0
data/3/3_0024.png,3
data/0/0_0040.png,0
data/3/3_0040.png,3
data/7/7_0044.png,7
data/4/4_0060.png,4
data/4/4_0015.png,4
data/a/0_0011.png,10
data/8/8_0038.png,8
data/7/7_0027.png,7
data/a/0_00122.png,10
data/0/0_0016.png,0
data/3/3_0036.png,3
data/7/7_0042.png,7
data/4/4_0064.png,4
data/2/2_0024.png,2
data/0/0_0044.png,0
data/6/6_0043.png,6
data/9/9_0069.png,9
data/7/7_0054.png,7
data/2/2_0013.png,2
data/5/5_0083.png,5
data/5/5_0074.png,5
data/7/7_0040.png,7
data/5/5_0082.png,5
data/9/9_0070.png,9
data/3/3_0015.png,3
data/8/8_0024.png,8
data/8/8_0051.png,8
data/a/0_0040.png,10
data/0/0_0005.png,0
data/1/1_0005.png,1
data/9/9_0036.png,9
data/9/9_0090.png,9
data/5/5_0011.png,5
data/a/0_0007.png,10
data/a/0_0041.png,10
data/a/0_0071.png,10
data/2/2_0037.png,2
data/2/2_0025.png,2
data/9/9_0031.png,9
data/3/3_0025.png,3
data/9/9_0099.png,9
data/2/2_0017.png,2
data/0/0_0042.png,0
data/6/6_0076.png,6
data/8/8_0074.png,8
data/6/6_0034.png,6
data/5/5_0088.png,5
data/9/9_0033.png,9
data/5/5_0022.png,5
data/9/9_0081.png,9
data/a/0_0050.png,10
data/0/0_0058.png,0
data/3/3_0056.png,3
data/8/8_0008.png,8
data/a/0_0089.png,10
data/9/9_0057.png,9
data/4/4_0033.png,4
data/7/7_0086.png,7
data/8/8_0046.png,8
data/a/0_00104.png,10
data/a/0_0093.png,10
data/4/4_0008.png,4
data/5/5_0001.png,5
data/8/8_0016.png,8
data/7/7_0050.png,7
data/6/6_0051.png,6
data/1/1_0055.png,1
data/8/8_0012.png,8
data/1/1_0068.png,1
data/9/9_0023.png,9
data/9/9_0018.png,9
data/3/3_0000.png,3
data/7/7_0071.png,7
data/5/5_0042.png,5
data/1/1_0082.png,1
data/1/1_0069.png,1
data/4/4_0018.png,4
data/6/6_0019.png,6
data/5/5_0098.png,5
data/1/1_0002.png,1
data/7/7_0037.png,7
data/9/9_0048.png,9
data/2/2_0022.png,2
data/1/1_0053.png,1
data/7/7_0008.png,7
data/4/4_0048.png,4
data/6/6_0086.png,6
data/2/2_0043.png,2
data/5/5_0044.png,5
data/0/0_0017.png,0
data/6/6_0071.png,6
data/2/2_0054.png,2
data/2/2_0048.png,2
data/5/5_0086.png,5
data/5/5_0023.png,5
data/9/9_00101.png,9
data/a/0_0091.png,10
data/0/0_0060.png,0
data/5/5_0045.png,5
data/9/9_0009.png,9
data/2/2_0058.png,2
data/9/9_0071.png,9
data/4/4_0009.png,4
data/5/5_0097.png,5
data/2/2_0057.png,2
data/6/6_0044.png,6
data/9/9_0064.png,9
data/6/6_0075.png,6
data/7/7_0034.png,7
data/3/3_0047.png,3
data/5/5_0012.png,5
data/9/9_0002.png,9
data/9/9_0087.png,9
data/0/0_0010.png,0
data/7/7_0076.png,7
data/5/5_0057.png,5
data/8/8_0006.png,8
data/a/0_00119.png,10
data/a/0_00107.png,10
data/a/0_0009.png,10
data/5/5_0036.png,5
data/a/0_0070.png,10
data/7/7_0018.png,7
data/7/7_0053.png,7
data/0/0_0061.png,0
data/8/8_0015.png,8
data/4/4_0006.png,4
data/2/2_0032.png,2
data/a/0_00114.png,10
data/9/9_0041.png,9
data/0/0_0065.png,0
data/6/6_0072.png,6
data/4/4_0063.png,4
data/0/0_0028.png,0
data/6/6_0057.png,6
data/5/5_0087.png,5
data/4/4_0001.png,4
data/1/1_0065.png,1
data/9/9_0076.png,9
data/4/4_0062.png,4
data/8/8_0067.png,8
data/6/6_0012.png,6
data/9/9_0047.png,9
data/1/1_0012.png,1
data/9/9_0032.png,9
data/8/8_0077.png,8
data/9/9_0059.png,9
data/5/5_0007.png,5
data/8/8_0069.png,8
data/2/2_0028.png,2
data/2/2_0001.png,2
data/7/7_0041.png,7
data/5/5_0065.png,5
data/3/3_0004.png,3
data/8/8_0022.png,8
data/4/4_0053.png,4
data/9/9_0000.png,9
data/1/1_0078.png,1
data/0/0_0050.png,0
data/8/8_0075.png,8
data/2/2_0023.png,2
data/7/7_0068.png,7
data/9/9_0025.png,9
data/3/3_0032.png,3
data/5/5_0062.png,5
data/a/0_0051.png,10
data/a/0_00123.png,10
data/9/9_0001.png,9
data/8/8_0005.png,8
data/5/5_0090.png,5
data/9/9_0098.png,9
data/9/9_0019.png,9
data/a/0_0043.png,10
data/a/0_0067.png,10
data/1/1_0027.png,1
data/a/0_0058.png,10
data/a/0_0065.png,10
data/5/5_0085.png,5
data/a/0_00106.png,10
data/2/2_0044.png,2
data/8/8_0013.png,8
data/8/8_0030.png,8
data/a/0_0080.png,10
data/0/0_0038.png,0
data/9/9_0020.png,9
data/3/3_0067.png,3
data/7/7_0085.png,7
data/3/3_0017.png,3
data/3/3_0002.png,3
data/3/3_0050.png,3
data/2/2_0038.png,2
data/5/5_0041.png,5
data/1/1_0076.png,1
data/7/7_0092.png,7
data/2/2_0033.png,2
data/6/6_0082.png,6
data/4/4_0066.png,4
data/7/7_0072.png,7
data/0/0_0024.png,0
data/3/3_0011.png,3
data/a/0_0033.png,10
data/8/8_0049.png,8
data/1/1_0066.png,1
data/a/0_0044.png,10
data/6/6_0058.png,6
data/6/6_0042.png,6
data/1/1_0064.png,1
data/a/0_0074.png,10
data/7/7_0023.png,7
data/1/1_0025.png,1
data/5/5_0070.png,5
data/0/0_0014.png,0
data/4/4_0025.png,4
data/3/3_0018.png,3
data/8/8_0020.png,8
data/4/4_0039.png,4
data/9/9_0084.png,9
data/1/1_0024.png,1
data/a/0_0017.png,10
data/8/8_0068.png,8
data/5/5_0080.png,5
data/2/2_0027.png,2
data/2/2_0042.png,2
data/a/0_0097.png,10
data/7/7_0087.png,7
data/2/2_0000.png,2
data/a/0_00112.png,10
data/5/5_0071.png,5
data/0/0_0046.png,0
data/0/0_0002.png,0
data/1/1_0017.png,1
data/a/0_00101.png,10
data/9/9_0072.png,9
data/4/4_0007.png,4
data/7/7_0093.png,7
data/7/7_0031.png,7
data/6/6_0021.png,6
data/8/8_0003.png,8
data/3/3_0048.png,3
data/1/1_0072.png,1
data/a/0_0072.png,10
data/1/1_0010.png,1
data/2/2_0008.png,2
data/7/7_0033.png,7
data/3/3_0034.png,3
data/6/6_0027.png,6
data/a/0_0015.png,10
data/a/0_0005.png,10
data/a/0_0032.png,10
data/9/9_0095.png,9
data/1/1_0041.png,1
data/4/4_0051.png,4
data/5/5_0053.png,5
data/1/1_0043.png,1
data/6/6_0022.png,6
data/9/9_0026.png,9
data/7/7_0083.png,7
data/5/5_0037.png,5
data/8/8_0007.png,8
data/0/0_0008.png,0
data/1/1_0038.png,1
data/a/0_0099.png,10
data/5/5_0035.png,5
data/1/1_0034.png,1
data/4/4_0028.png,4
data/6/6_0060.png,6
data/0/0_0064.png,0
data/1/1_0083.png,1
data/a/0_0047.png,10
data/0/0_0056.png,0
data/6/6_0046.png,6
data/2/2_0031.png,2
data/5/5_0025.png,5
data/1/1_0073.png,1
data/7/7_0015.png,7
data/8/8_0058.png,8
data/2/2_0007.png,2
data/3/3_0049.png,3
data/9/9_0008.png,9
data/8/8_0017.png,8
data/8/8_0047.png,8
data/6/6_0029.png,6
data/5/5_0069.png,5
data/a/0_0077.png,10
data/9/9_0049.png,9
data/3/3_0070.png,3
data/2/2_0046.png,2
data/5/5_0031.png,5
data/8/8_0056.png,8
data/5/5_0063.png,5
data/a/0_0079.png,10
data/3/3_0071.png,3
data/a/0_0088.png,10
data/0/0_0007.png,0
data/8/8_0027.png,8
data/5/5_0051.png,5
data/0/0_0059.png,0
data/6/6_0041.png,6
data/7/7_0066.png,7
data/3/3_0019.png,3
data/5/5_0016.png,5
data/7/7_0011.png,7
data/7/7_0026.png,7
data/2/2_0040.png,2
data/5/5_0047.png,5
data/a/0_00120.png,10
data/0/0_0027.png,0
data/6/6_0000.png,6
data/7/7_0003.png,7
data/3/3_0068.png,3
data/0/0_0022.png,0
data/a/0_0082.png,10
data/4/4_0037.png,4
data/7/7_0016.png,7
data/4/4_0058.png,4
data/9/9_0010.png,9
data/2/2_0012.png,2
data/a/0_00111.png,10
data/6/6_0080.png,6
data/8/8_0070.png,8
data/9/9_0063.png,9
data/a/0_0095.png,10
data/5/5_0081.png,5
data/6/6_0055.png,6
